Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
F139B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA AUTOFLEX* METRO (BOBINA);M;0.8917499999999999;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F130;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL AUTOFLEX* 100M;RL;526.8249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F131;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE AUTOFLEX* 100M;RL;526.8249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F132;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO AUTOFLEX* 100M;RL;526.8249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F129;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO AUTOFLEX* 100M;RL;526.8249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F128B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;5.268249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F127B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO AUTOFLEX* METRO [BOBINA];M;5.268249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F143;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* 100M;RL;526.8249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F143B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* METRO [BOBINA];M;5.268249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F146;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO AUTOFLEX* 100M;RL;817.05;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F179;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE AUTOFLEX* 100M;RL;817.05;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F110;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO AUTOFLEX* 100M;RL;133.7875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F109;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO AUTOFLEX* 100M;RL;133.7875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F111;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO AUTOFLEX* 100M;RL;133.7875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F112;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL AUTOFLEX* 100M;RL;133.7875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F113B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE AUTOFLEX* METRO [BOBINA];M;1.337875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F114B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;1.337875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
